"","names","n_hits","pident_max","pident_min","evalue_max","evalue_min"
"1","Lupinus arcticus;Lupinus latifolius;Lupinus littoralis;Lupinus luteus;Lupinus polyphyllus;Lupinus polyphyllus var. burkei;Lupinus sericeus",2,100,100,5.36e-90,5.36e-90
